6900.05021244    0.00001550    0.00001600    0.00001500    0.00001550
6901.06025492    0.00001617    0.00001600    0.00001650    0.00001600
6902.06836616    0.00001783    0.00001850    0.00001750    0.00001750
6903.07840865    0.00001850    0.00001850    0.00001850    0.00001850
6904.08845114    0.00001933    0.00002000    0.00001900    0.00001900
6905.09849363    0.00002100    0.00002100    0.00002100    0.00002100
6906.10853611    0.00002183    0.00002150    0.00002150    0.00002250
6907.11664735    0.00002350    0.00002350    0.00002350    0.00002350
6908.12668984    0.00002500    0.00002500    0.00002500    0.00002500
6909.13673233    0.00002600    0.00002600    0.00002600    0.00002600
6910.14677482    0.00002783    0.00002750    0.00002800    0.00002800
6911.15488606    0.00003050    0.00003050    0.00003050    0.00003050
6912.16492854    0.00003350    0.00003350    0.00003350    0.00003350
6913.17497103    0.00003717    0.00003650    0.00003750    0.00003750
6914.18501352    0.00004083    0.00004100    0.00004050    0.00004100
6915.19312476    0.00004533    0.00004500    0.00004550    0.00004550
6916.20316725    0.00005050    0.00005050    0.00005050    0.00005050
6917.21320973    0.00005600    0.00005600    0.00005600    0.00005600
6918.22325222    0.00006217    0.00006150    0.00006250    0.00006250
6919.23136346    0.00007133    0.00007050    0.00007250    0.00007100
6920.24140595    0.00008167    0.00008050    0.00008150    0.00008300
6921.25144844    0.00009517    0.00009500    0.00009500    0.00009550
6922.26149092    0.00011283    0.00011150    0.00011350    0.00011350
6923.27153341    0.00013633    0.00013600    0.00013650    0.00013650
6924.27964465    0.00016683    0.00016450    0.00016800    0.00016800
6925.28968714    0.00021183    0.00021000    0.00021200    0.00021350
6926.29972963    0.00026650    0.00026500    0.00026600    0.00026850
6927.30977211    0.00033783    0.00033650    0.00033700    0.00034000
6928.31788335    0.00043117    0.00042650    0.00043300    0.00043400
6929.32792584    0.00053250    0.00052750    0.00053600    0.00053400
6930.33796833    0.00064267    0.00063950    0.00064150    0.00064700
6931.34801081    0.00070517    0.00070200    0.00070600    0.00070750
6932.35612205    0.00070467    0.00070600    0.00070450    0.00070350
6933.36616454    0.00064650    0.00065100    0.00064600    0.00064250
6934.37620703    0.00056150    0.00056700    0.00055900    0.00055850
6935.38624952    0.00047633    0.00047850    0.00047650    0.00047400
6936.39629200    0.00040483    0.00040800    0.00040450    0.00040200
6937.40440324    0.00036017    0.00036150    0.00035900    0.00036000
6938.41444573    0.00033517    0.00033650    0.00033500    0.00033400
6939.42448822    0.00033200    0.00033200    0.00033250    0.00033150
6940.43453071    0.00034900    0.00034800    0.00034900    0.00035000
6941.44264195    0.00038717    0.00038550    0.00038650    0.00038950
6942.45268443    0.00044917    0.00044500    0.00044950    0.00045300
6943.46272692    0.00053733    0.00053400    0.00053700    0.00054100
6944.47276941    0.00064233    0.00063500    0.00064450    0.00064750
6945.48088065    0.00076317    0.00075400    0.00076600    0.00076950
6946.49092314    0.00086283    0.00085850    0.00086450    0.00086550
6947.50096562    0.00091550    0.00091300    0.00091700    0.00091650
6948.51100811    0.00089933    0.00090100    0.00089900    0.00089800
6949.52105060    0.00081800    0.00082400    0.00081400    0.00081600
6950.52916184    0.00071067    0.00071500    0.00071100    0.00070600
6951.53920433    0.00059567    0.00059850    0.00059750    0.00059100
6952.54924681    0.00049317    0.00049600    0.00049350    0.00049000
6953.55928930    0.00040483    0.00040750    0.00040450    0.00040250
6954.56740054    0.00033450    0.00033750    0.00033450    0.00033150
6955.57744303    0.00027467    0.00027750    0.00027300    0.00027350
6956.58748552    0.00023217    0.00023450    0.00023100    0.00023100
6957.59752800    0.00019733    0.00019800    0.00019700    0.00019700
6958.60563924    0.00017133    0.00017250    0.00017100    0.00017050
6959.61568173    0.00014983    0.00015050    0.00015000    0.00014900
6960.62572422    0.00013283    0.00013350    0.00013250    0.00013250
6961.63576671    0.00011900    0.00012000    0.00011850    0.00011850
6962.64580919    0.00010617    0.00010750    0.00010550    0.00010550
6963.65392043    0.00009483    0.00009550    0.00009500    0.00009400
6964.66396292    0.00008600    0.00008650    0.00008550    0.00008600
6965.67400541    0.00007867    0.00007900    0.00007850    0.00007850
6966.68404789    0.00007217    0.00007250    0.00007250    0.00007150
6967.69215913    0.00006667    0.00006750    0.00006650    0.00006600
6968.70220162    0.00006133    0.00006150    0.00006150    0.00006100
6969.71224411    0.00005600    0.00005600    0.00005600    0.00005600
6970.72228660    0.00005217    0.00005250    0.00005150    0.00005250
6971.73039784    0.00004867    0.00004900    0.00004850    0.00004850
6972.74044032    0.00004717    0.00004750    0.00004650    0.00004750
6973.75048281    0.00004567    0.00004600    0.00004550    0.00004550
6974.76052530    0.00004433    0.00004500    0.00004400    0.00004400
6975.77056779    0.00004333    0.00004350    0.00004350    0.00004300
6976.77867903    0.00004167    0.00004250    0.00004100    0.00004150
6977.78872151    0.00004117    0.00004100    0.00004150    0.00004100
6978.79876400    0.00004117    0.00004100    0.00004150    0.00004100
6979.80880649    0.00004133    0.00004150    0.00004150    0.00004100
6980.81691773    0.00004083    0.00004050    0.00004100    0.00004100
6981.82696022    0.00003850    0.00003850    0.00003850    0.00003850
6982.83700270    0.00003650    0.00003650    0.00003650    0.00003650
6983.84704519    0.00003583    0.00003600    0.00003600    0.00003550
6984.85515643    0.00003550    0.00003550    0.00003550    0.00003550
6985.86519892    0.00003517    0.00003500    0.00003500    0.00003550
6986.87524141    0.00003500    0.00003500    0.00003500    0.00003500
6987.88528389    0.00003317    0.00003300    0.00003300    0.00003350
6988.89532638    0.00003133    0.00003150    0.00003150    0.00003100
6989.90343762    0.00003017    0.00003050    0.00003000    0.00003000
6990.91348011    0.00002800    0.00002800    0.00002800    0.00002800
6991.92352260    0.00002733    0.00002800    0.00002750    0.00002650
6992.93356508    0.00002800    0.00002800    0.00002800    0.00002800
6993.94167632    0.00003017    0.00003000    0.00003050    0.00003000
6994.95171881    0.00003267    0.00003250    0.00003300    0.00003250
6995.96176130    0.00003483    0.00003400    0.00003550    0.00003500
6996.97180379    0.00003583    0.00003600    0.00003550    0.00003600
6997.97991503    0.00003433    0.00003500    0.00003400    0.00003400
6998.98995751    0.00003150    0.00003150    0.00003150    0.00003150
7000.00000000    0.00002933    0.00002900    0.00002900    0.00003000
